"review","sentiment"
"Glenn Close is back as Sarah Plain and Tall, a woman who keeps a family together through the good and bad times. The acting is superb -- Christopher Walken (unusually non-spooky) as her husband once again delivers a top-notch performance. It's good to see young Christopher Bell all grown up; too bad we don't get to see much of Anna (Lexi Randall, also a few years older), but the new addition to the Witting family (played by Emily Osment) was very welcome. And finally, Jack Palance, as the long lost Witting patriarch, is as fine as ever.","positive"
"I consider myself a fan of Jess Franco and his trash movies, but nearly every time I see one of them, I just see missed opportunities and plots that don't play out well. This film is, unfortunately, no different. The film certainly had a lot of potential, as Franco has fused the intriguing theme of the classic film 'The Most Dangerous Game' with his usual brand of trashy sleaze, but the plot here gets lost too often, and it takes an eternity for Franco to get round to the main point of the movie. With this being a later Franco film, you might be forgiven for thinking that the director would have got better, but actually I've found that the opposite is true; as this and the terrible 'Killer Barbys' are two of his very worst films. The plot focuses on a stripper and her sleazy boyfriend. The pair is invited to a private island by a rich woman and her lover. However, they soon find that they haven't been invited there for social reasons as they are 'released' on the island so that the wealthy woman and her friends can hunt them down for sport! <br /><br />What attracted me to this film was the front cover and the fact that it was directed by the king of sleaze flicks. You'd think, then, that I'd be pleased that the movie features a plethora of sex scenes and general sleaze; but I'm not. The reason for this is mostly that the sex and sleaze in the film is really boring and most of the time served only in giving me the condition known as 'itchy fast forward finger'. However, my inclination to see everything through to the end ensured that I had to lump it. There was a time when I didn't think girl-on-girl could possibly be boring, but I have since been proved wrong. The only positive I can pluck out the movie really is that the soundtrack is quite catchy, and despite it being silly foreign pop music; actually blends quite well with the sex scenes. I did enjoy the last ten minutes; as that's when the plot finally got going, but it was a case of too little too late and unfortunately, this is a severely lacklustre film. On the whole, I only recommend this film to those who feel they must see all 180+ Franco movies...everyone else should watch Vampyros Lesbos, Faceless or She Killed in Ecstasy instead.","negative"
"A quite good film version of the novel, though at the beginning a little bit lengthy. Fortunately there are a few funny scenes from time to time. This movie is surely not for the main stream audience - but for fans of Italian (or Portuguese) cinema, a must-see also for Mastroianni-fans.","positive"
"This movie is so cheap, it's endearing!!! With Ron Liebmann (Major Vaughn) providing the most entertaining on-screen diatribes in film history. I own 2 copies of this movie on video...on one, Ralph Macchio is caught actually cracking up in the background at Major Vaugn while he is ranting at ""Hash"". Obviously they forgot to edit this mistake out of the film, but it goes to show just how funny the movie is, when the actors themselves can't keep a straight face!!!","positive"
"What can I say? An excellent end to an excellent series! It never quite got the exposure it deserved in Asia, but by far, the best cop show with the best writing and the best cast on televison. EVER! The end of a great era. Sorry to see you go...","positive"
"OVERALL PERFORMANCE :- At last the long waiting AAG hits the screens. Unfortunately, it couldn't set progressive fire in the audience. The first best thing to talk about the movie is The idea of remaking the mighty SHOLAY. And Varma made a nice choice of changing the total backdrop of the movie. If he repeated the same Ramghad backdrop, people will again say there is nothing new in this. Different background is appreciative but the way he presented it is not worthy. Right from the start of his career with SIVA in Telugu, he had been using the same lighting and kind of background. I seriously dunno this guy Varma considers about lighting or not or may be he has no other lighting technique other than like gordon willis GODFATHER. It's all DUTCH DUTCH DUTCH DUTCH. Why would some body use so many Dutch angles and extreme closeup shots!!!!!!! The shot division is lame. Characters couldn't carry an emotion, performances are not to their mark, Storytelling is worse, Background is really really terrible.<br /><br />Babban:- Amitabhz been over prioritized to his job. VARMA produced great villains like Bikumatre, Bhavtakur Das, Mallik Bhai but this time he failed in carving the all time best characters of Hindi Cinema. There's no comparison of Gabbar with Babban. Babban is a more psycho rather than a villain, still he has a soft corner for his brother ( It's a gift in this movie). Amitabhz performance is not to his mark. His appearance itself is pathetic. The scar on his nose, symbolizes forgotten villains of black and white cinema. What ever they worked on Babban is not successful. Babban is no comparison with Gabbar.<br /><br />Narsimha:- The first best thing about this character is not to put audience in suspense about his hands. If varma did that , it would be like teaching ABCD to a Bachelor degree holder. Itz good he opened the secret early. But the flashback is pathetic. Varma couldn't use a great actor like mohanlal to his mark.<br /><br />Durga:- The only character with betterment. This character has been improved with satisfactory changes and was used according to the story.<br /><br />Heroo, Raj, Ghunguroo:- No body bothers or at least considers these character. The utter failure of movie starts when director could not work on the close friendship between our heroz. These characters carry nothing to this movie.<br /><br />RAMGOPALVARMA:- His quality is degrading, diminishing. AAG totally can be treated as a C grade movie. Sholay is a fire of revenge, problem of a town, meaning for true friendship and highly appreciated nuisance and fun by Dharmendra. AAG never carried an emotion with its characters. Storytelling is too weak that it could not make audience feel sympathy for the characters. Don't compare AAG with sholay, still u will not like it.<br /><br />If you dare watch this movie. You will be burnt alive in RAMGOPAL VARMA KI AAG","negative"
"I'm rating this pretty high just because of Sam Elliott. I could've done without the female nudity but I'd sit through almost any nonsense in order to see Sam strut his stuff. He gets to spout wonderfully cynical witticisms, many of which I agree with, and it's a joy to see him in a role in which he actually gets to emote instead of just standing around scowling and looking virile as can be. My boyfriend opined that this movie is in a couple of ways similar to a film in which Ed Harris had a Hispanic partner (in the police sense of the term!) who was a little overeager to prove himself. You can draw your own conclusions on that score but if you like Sam, you'll like this. You could say I'm biased, but who isn't in some way? I'd buy this on DVD in a heartbeat!","positive"
"'Heaven's Gate' is not a masterpiece, which apparently was what it needed to be upon first release to justify its great cost, and, more importantly, the continued uneasy reliance of Hollywood on the Auteur model of film-making. Yet 'Heaven's Gate', seen today at last on DVD in a cut of 229 minutes, is a superb film. It is a touch lethargic in pace. But at least it is paced. Quite apart from the incompetence of construction that marks many films today, there have been many films which, deliberate in form, have been severely damaged by being hacked down with no care for rhythm so the films become shapeless and confusing. Beyond this, the criticisms leveled at the film have become in retrospect quite lame. If the good guys and bad guys are too obviously pronounced for a serious film, and yes Sam Waterston's mustachioed, fur-clad villain is comic-opera (and not in the multi-leveled manner of Bill The Butcher from 'Gangs of New York'), and yes, the townsfolk do seem a touch 'Fiddler On The Roof' on occasions, then a few dozen serious films made since then, including 'Titanic' and the graceless 'Cold Mountain' (which bears certain similarities and is a notable failure in convincing qualities compared to this film) can be castigated for exactly the same reason. <br /><br />Also despite accusations, the film has a plot, quite a well-essayed plot at that. It simply does not bow to standard-form 'epic' quality, by providing Titan heroes, rafts of sub-plots and confusion. It experiments with telling in a manner more like much smaller, modest films, by carefully-caught moments of character interaction, and well-textured pageant-like explosions of communal action, as with the opening at Harvard and, most specially, the wonderful scene where the Johnson County folk, following the lead of a brilliantly physical fiddler, make celebration on roller-skates.<br /><br />'The Deer Hunter' was a critical and commercial success but abandoned the first half's inspired, mosaic-like accumulation of detail, and I think in a manner similar to criticism of Robert Penn Warren's novel 'All The King's Men' and its dictionary of Jacobean stunts, if Cimino had not had such a strong grasp of the conventions of Hollywood epics, he might have made a special rare work of art based in honest visualisation of people within their milieu. In contrast, 'Heaven's Gate' succeeds in screwing its narrative momentum and tension upwards in a slowly expanding arc, until the finale explodes, whilst not abandoning the mosaic approach.<br /><br />The central romantic triangle, for instance, resists standard inflections; a decent, intelligent, but psychically defeated man, James Averill (Kris Kristofferson) competes with a hot-shot but identity-challenged young gunman Nate Champion (Christopher Walken) for the hand of a young Madame, Ella Watson (Isabelle Huppert); there is no self-conscious bed-hopping, no slaps in the face, recriminations, or typical sad-sack moments, but more a sad and distanced decision by Ella to choose the younger man whom she loves less because he is ready to make the commitment. Ella emerges as the film's true hero (Huppert's performance, though initially awkward, is really quite excellent, balancing a dewy emotionalism with a hard-hammered spirit), attempting first to rescue Nate and then mustering the resistance party of immigrants into an enterprising defence. Subsequently, Averill is stung into action as friends die. Indeed, in the process of overcoming so many traps of cliché and style, 'Heaven's Gate' successfully and willfully throws off the defeated outsider-heroes grace note of so many '70s Westerns and portrays an eventual, vigorous, cheer-the-heroes rallying to a compromised but still relished victory. <br /><br />The social conflict of so many '70s Westerns at last hardens into a fully-fledged war; where capital attempts a crushing final victory over the miscreants who stand in their way, suddenly they find a massed and more-powerful people's army, led by the man who played the thoroughly-destroyed Billy the Kid a decade before. This is what led the film to be described as the first Marxist Western, but really it simply deflowers a theme of the genre extant well before the '60s. Such various and classic old-school works as William Wyler's 'The Westerner', and even 'Shane', tell awfully similar stories. It is simply here that the romantic myth of the gunslinger has been replaced by the romantic myth of the people's revolt. In a spectacular, exiting, but realistic and thus chaotic finale, the marauding Cattlemen's encampment is attacked, ringed by dust clouds punctuated by fallen horses, writhing bodies, and gunfire. Averill puts his classical education to work finally by stealing a Roman trick and bringing the Cattlemen to the brink of annihilation before they are rescued by the Cavalry (another distinctly seditious touch, but surely not so offensive after 'Little Big Man's unrelenting depiction of Native American massacres). Really, it's hard to think of a more heroically American vision of grassroots resistance. The film's only real dead spot stands as an unnecessary coda indicating Averill's eventual relapse, a rather potted piece of tragedy. <br /><br />Despite then certain failings and a slow mid-section, 'Heaven's Gate' is a supreme piece of work, a genuine attempt to create a contemporary Western and a new kind of epic. If one has to still join the chorus that reckons Cimino was absurd in his behaviour on set and expenditure, it is regretfully. When, today, flops like 'The Adventures of Pluto Nash' and 'K-19 - The Widowmaker' see nearly a hundred million dollars sink down the drain, and yet a tag of infamy still hangs on this film, one ponders what exactly its grim death signified. The attempt at original style, the bawdy sexuality, the very hard-won sense of detail, the breathtaking rigor of the film-making and what is being filmed, all throw into contrast what is sorely lacking in so much contemporary Hollywood product.","positive"
"this is the worst movie in the world. the only reason i gave it a 2 was because the first 10 minutes were hysterically funny in a ""is this for real??"" sort of way. it was so cheesy and low budget...they should not have even bothered. there was nudity and violence for the pure sake of having nudity and violence, and the effects were just so so bad you would not believe it (think ketchup as blood, and cabbages for severed heads). do not rent this!!","negative"
"It is not surprising that this film was made by I'm Kwon Taek at the time it was. He examined the early beauty and tragedy of Chosun Dynasty life in Seopyonje and delightfully explored a well-known Korean folk tale in Chunhyang, and these comprised his last two films. What is most surprising is that Chi Hwa Seon, his 2002 offering, is not presented in the pansori style of those previous two films.<br /><br />Nonetheless, the experienced hand of I'm comes through. We explore together the life of a real person: a late nineteenth century Chosun Dynasty painter who rides on the edge of modernity but who is not a noble and who, because of that, causes a stir in contemporary Korean society with his fame and his public and artistic expressions of disdain for the old Korean noble class and his contempt for would-be Japanese ruling colonials alike. The painter, Chang Seung Up, known popularly as Oh Won (performed magnificently by Choi Min Sik, the famous star of Park Chan Wook's already legendary ""OldBoy"") becomes more and more influential and therefore more dangerous throughout the film. Contemporary Korean audiences will back a hero like this despite the fact, or maybe because of the fact, that he was so ostracized in his time. I'm's sense of simultaneous beauty and tragedy in history remains intact. I'm is a master at capturing his country's past idiosyncrasies, and in this film he almost outdoes himself. As expected in an I'm film, the cinematography is breathtaking, the editing is precise and the story is central.<br /><br />Plots are set against Seung Up, family ties are tested and broken, scandalous behavior is alleged (and is sometimes real), all to bring down the man who ""painted fire."" But against all the intricacies of I'm's detailed but sometimes convoluted account of Seung Up's life, Seung Up himself somehow manages to survive. He becomes legendary because of his ability to perfectly copy famous Chinese paintings after only one look. Art dealers and agents then besiege him and try to make money off ""Oh Won."" In other words, lines of people, who wish to take advantage of the real Seung Up, an artistic star, begin to form. But he refuses to be manipulated. His cleverness in staving off both the massive hordes and the imperial lackeys impresses the audience, if not the cast. <br /><br />What does Seung Up think? He possesses powerful emotions and opinions about painting, such as the aesthetic belief that paintings are living things and are never truly finished. He despises those who would try to turn art into profit. And he cares not for politicians who use their might to bring artistic beauty around them and then cast off the artist as traitorous. But he also thinks that painting plays a role in the coming upheavals. Horrid scenes involving foreign invaders from France and Japan are presented. I'm's signature historical epic motif, and his influence in the realm, remains on prominent display in this multi-million dollar epic. <br /><br />The protagonist causes greater grief for himself and those who care for him when he refuses to paint. This is when the story takes on a whole new meaning, one that is not just political, but social in nature. I'm takes on the issues in laudable realist fashion. <br /><br />He, Oh Won, becomes a Jesus figure. The people believe him capable of artistic miracles and the government feels it needs his artistic support, but the protagonist remains fiercely independent and contemptuous of what others want him to do or be. Eventually, both government and people come down upon Seung Up in a manner taken straight out of the Bible. His holiness becomes human; his humanity is not accepted; he dies for (or escapes from) the sins of the commoners, the art critics, the politicians, who hound him. <br /><br />But does he die? As with most of I'm's films, a question remains. In this case, does Seung Up really become an immortal hermit? The film does not tackle that question; it merely presents a possible end for the real man of Chang Seung Up, or Oh Won. No death is depicted because no death is known. <br /><br />It is difficult to find fault with this film, but I'm has become so good at presenting various historical absurdities in his culture that when he does, it hardly surprises anymore. As usual for I'm's films, the cinematography, the editing and the writing are all first rate. It's a well-crafted film imbued with I'm's uncanny story-telling ability. Granted, he may be best at doing this through the ancient Korean musical art of pansori. Still, the film contains stretches of this admirable art form, and by the end, viewers feel as if they have become privy to a great, untold story. And they have, because that, precisely, is I'm's gift.","positive"
"Waco: Rules of Engagement does a very good job of not drawing conclusions for its viewers. It simply presents interviews, footage from the standoff, footage of the Congressional hearings, phone conversations, expert testimony, etc. and allows you to draw your own conclusion.<br /><br />I hardly intend to imply that the data presented here was done with 100% objectivity but it is very convincing. You won't like Koresh any more after you see this than you did before, but I tend to think that you will come to believe, as I now do, there is much that we were not told about what happened before and during the standoff.","positive"
"Throw Momma hasn't dated at all, it's as funny now as when it was released. A genuinely eccentric comedy, that doesn't try too hard to be liked and is all the better for it, full of memorable laugh out loud lines. Even small characters are well written and beautifully played, like Billy Crystal's best friend's girlfriend, and a lovely cameo from Rob Reiner as Crystal's agent. A little bit insane and a lot funny.","positive"
"I think I've seen all of the Grisham movies now and generally they're all very poor, except for The Rainmaker, but this one is so bad it's unbelievable<br /><br />WARNING SPOILERISH<br /><br />It's one of those movies where the character does the stupid irrational things that no one would ever do. He's a lawyer for Christ's sake. Why when his children go missing does he not call the Police. Oh yes it's because all the Police hate lawyers so they're just ignore him and let him be attacked.<br /><br />When he's arrested for murder they just let him go free, he would be locked up in a cell pending a bail hearing. <br /><br />Why would you drag your kids halfway across the country when you could easily protect them at home.<br /><br />The Police don't bother to try and find an escaped mental patient, they don't bother to interview his daughter.<br /><br />As for the ridiculous ending.<br /><br />In summary, silly, very unrealistic and a complete waste of time.<br /><br />0/10  One of the worst films ever made.","negative"
"This is so bad I don't know where to begin.<br /><br />The lead role is a good starting point. It is a supreme Mary Sue character that has few things in common with the original one from the book, who was (a bit) more credible. No, this one is invincible, infallible, indomitable, and insipid even beyond the overinflated standards that this ""chicks with swords"" era that our medias are spinning out of late. She is a twenty-something top-model, thin as a match yet rich, already a leader in her academic field, a kung-fu master, a natural sniper and seems to have enough authority to naturally trump anyone official like puny FBI agents. She is God.<br /><br />To balance it out, she is supposed to be socially awkward (due to her typically harsh upbringing that transformed her into a ""Spock"") which gives us some delighted moments where she wonders what is ""Star Wars"", or ""American Idol"", but yet when it's really important she can conveniently reveal herself as a top negotiator and diplomat, because she is so superior, ya know. To top it out, she is played by a wooden actress.<br /><br />The more talented Boreanaz serves as a faire-valoir token for this construct, acting as a bumbling comic-relief and house ""Watson"". In fact, everything in there is a pop-parody of better works like Sherlock Holmes, CSI and X-Files, from which it tries to emulate the sexual tension between main protagonists. It is however cheaper, as this is delivered with all the subtlety of an elbow poke in the ribs, but a million million poor factory girls will doubtlessly buy into it, hence the crazy rating this turkey gets.<br /><br />In fact, the lowest common denominator goes a long way in this sad puppy, resulting in titillating sex details from the legion of sidekicks that aim to pass it out as daring and trendy, while the overall tone of the show carries an obvious neo-conservative view on things.<br /><br />Story-wise, there's not much here to feast upon, as crimes (that always start out with some gruesome remains) are resolved using non-existent technology while the ""squints"", lovable but so wrong (the women less than the guys) goes on varied theories, all of them futile as the main character has it all from the start, and once it is established she goes out and then punch the guy, typically a real tough hombre, with a spin kick here and a slapper there. The end.","negative"
"Ok. I'll admit it. I'm a huge fan of b-movies. Back when Michelle Bauer, Linnea Quigley and Brinke Stevens ruled the roost. And back then, even the bad movies were still good. Unfortunately, this is a bad movie that is just plain bad. Even a small cameo by Brinke Stevens (reprising her role as Linda from ""Slumber Party Massacre"" 21 years earlier) doesn't help this one out. A group of cheerleaders take refuge in a fancy cabin after their van breaks down. A psycho stalks them one by one, catching them in various states of undress. Bad script, bad direction and horrible acting make this one plain bad! Skip this turkey and go rent ""Slumber Party Massacre."" 1/2*","negative"
"I don't know if I hate this movie as much as I did when I watched it two weeks ago, but if you're expecting the events described on the box, forget it... that would have been a good movie. The great descent described on the box is nothing compared to the descent into utter dispair that I took viewing this movie. If you've seen HBO's Taxi Cab Confessions, this is the same thing, only fictional, and not even remotely as interesting. If you really want to see something interesting about a cab driver, check out the 20 minute short they run on Encore from time to time... it is actually worth watching. I have never, ever asked for my money back for a movie until I saw this ... thing. Boring, Boring, Boring. It does offer one unique trait, which is this: It leaves you to decide what happens to each of the passengers, letting your imagination fill in the gaps. Which would be great, if you actually cared about any of these people. Instead I found myself yelling at the screen, weeping like a child, praying for either the end of the movie or my own death. The cab driver himself (though well played, considering) runs through emotions seemingly at random, from sarcastic to sympathetic to raging lunatic to apathetic. Sometimes it is appropriate, most of the time it's just a display for it's own sake. ""Dammit, I learned all these emotions in acting class, and I'm gonna use them!"" Now that I've been thinking about it again, I do hate this movie as much as I did!","negative"
"Some moron who read or saw some reference to angels coming to Earth, decided to disregard what he'd heard about the offspring of humans and angels being larger than normal humans. Reinventing them as mythical giants that were 40 feet tall, is beyond ridiculous. There was some historical references to housing and furniture in parts of the world, that were much larger than would be needed for standard humans. These were supposedly built on a scale that would lend itself to a 10 to 14 foot human, somewhat supporting the ""David and Goliath"" tale from the bible. There is no mention in any historical references to buildings or artifacts that would support the idea of a 40 foot tall being. If I was rating this movie on my own scale, it would have been a negative value instead of a one...","negative"
"I first remember bumping into this zaniness from the Zucker brothers and Jim Abrahams, back in the early days at Comedy Central. Back in those days (the 90's) their programming consisted of Benny Hill reruns and the original MST3k, complete with bearded host.<br /><br />Capt. Frank Drebin (played by the stone-faced, dead-pan filibuster, Leslie Nielson) is a process created first from the amalgamation of various stereotypical police television show protagonists (think Dragnet meets Starsky & Hutch the Show), boiled in a flask full of well-known police television show plots and scenarios. This is distilled, 3 times to produce the most pure policeman every made. Forget about Simon Pegg in Hot Fuzz (for now. save it for later). Frank Drebin is clueless at most times, a terrible driver, a terrible shot, macho yet sensitive and vulnerable. He is a master of the police investigative methodology (a.k.a - ask Johnny the Leathery Old Shoe-Shine Boy). This does not make him a bad cop. Cops get lucky also. Capt Drebin (notice he's a Captain here) has perfected it. Along with his partner, Nordberg, and the rest of force, perfectly parody the police drama over the course of 6 golden episodes.<br /><br />The show is a treasure trove of hilarious dialog and quotable quote-ables. Most of the sight gags are a bit dated and silly. The magic never came from the sight gags,however. At its core was a nonsensical and straight-faced conversation and activities in the foreground, with crazy things occurring in the background. The movies can best be described as 90 minute compilations of the best gags from this series. Think of Monty Python's And Now For Something Completely Different.....<br /><br />If you liked Airplane 1 & 2, Naked Gun 1,2,3, or Top Secret, then you will definitely enjoy this. <br /><br />I always liked the series better than the movies, even though I saw the movies first. Why? 2 words : No O.J.","positive"
"This slick and gritty film consistently delivers. It's one of Frankenheimer's best and most underrated films and it's easily the best Elmore Leonard adaptation to date (and if you are scratching your head thinking ""but I loved GET SHORTY"" you need to be punched in the face). In my opinion, no one captures the ""feel"" for Leonard's characters better then John Glover in 52 PICK-UP. The relocation of the story from Detroit (novel) to Hollywood (film) elevates the story's sleaze factor to amazing heights. Be a man, have a few beers and watch this movie. For reference purposes my favorite Leonard books are: Swag, Rum Punch, Cat Chaser, City Primeval, and 52 Pick-Up. My favorite Frankenheimer films include SECONDS and THE MANCHURIAN CANDIDATE. I also have a real special place in my cold, movie heart for DEAD BANG and BLACK Sunday.","positive"
"The story idea is excellent. Unfortunately, the execution lets it down.<br /><br />The movie lacks pace, for one thing. It should be an exciting ride, but it is slow and more than a little boring.<br /><br />I think the problem's mainly in the screenplay and editing. There aren't enough obstacles and reversals to ratchet up suspense, and there are scenes which don't really move the story along very effectively.<br /><br />The producers should have seen this in the screenplay and insisted upon a major rewrite. Unfortunately, when the producer is also the writer and the director, this evidently ain't gonna happen.<br /><br />Much of the acting seems kind of flat, and that is down to the director - all the actors have been quite competent in other projects.<br /><br />It's a shame, because with better writing, editing and direction, this could have been a really good thriller.","negative"
"I found Grey Garden's to be a gripping film, an amazingly intimate<br /><br />look at too eccentrics who basically have the right idea: forget<br /><br />society and live in a delapidated house with no heating and a huge<br /><br />brood of cats and raccoons, persuing their own interests rather<br /><br />mundainly, all the while chattering at the camera.<br /><br />Big Edie and Little Edie are the two crazies that the Mazles Bros.<br /><br />have chosen to document. They seem like characters out of a<br /><br />Fellini film, only stranger, if that makes any sense. Old Edie is<br /><br />almost fully bedridden, a pile of papers, clothes and dirty dishes<br /><br />growing around her. Little Edie is even more interesting. She<br /><br />prances around the house, always wearing a baboushka-like<br /><br />headdress around her head, completely covering her hair. We<br /><br />never see her hair throughout the film, nor do we ever get a hint<br /><br />that she still has much. At age fifty eight, though, she is still<br /><br />beautiful and full of life.<br /><br />In Grey Gardens, we get the sense that both of these women's<br /><br />lives have become much less than what they once were. Little<br /><br />Edie is probably the sadder of the two. While her mother, in her<br /><br />earlier years, got married, made a family, lived luxuriously and<br /><br />even made some recordings (the scene where, at 77, she sings<br /><br />along with a recording of ""Tea for Two"" she made decades ago is<br /><br />one of the films best scenes), Edie left her promicing career as a<br /><br />model to take care of her ailing mother. At 58, she still longed to<br /><br />find her prince charming. If anything Little Edie is still a little girl,<br /><br />full of dreams of glamour and fame, and of domestic and romantic<br /><br />bliss, that have yet to be fulfilled.<br /><br />Highlights of the film include the opening moments, where Little<br /><br />Edie explains her outfit to the camera, the ""tea for two"" sequence,<br /><br />the birthday party, the climactic argument, the grocery deliver<br /><br />scene, and the scene in the attic. The whole thing is incredibly<br /><br />candid and unpretencious. And it's made all the more remarcable<br /><br />since it's all real.<br /><br />I suggest seeing Grey Gardens back-to-back with the Kenneth<br /><br />Anger short Puce Moment. The Criterion DVD is $35.00, but it's<br /><br />worth every penny.","positive"
"Well this film has certainly had a fair amount of hype; From the buzz at the Toronto Film Festival to gushing reviews on CBC Radio. A refreshing, wacky, hilarious indie movie apparently. I'd been looking forward to it for months.<br /><br />How can I put it this simply? It sucked in a very big way. An exercise in cinematic lameness that makes Adam Sandler look like a comic genius.<br /><br />At best it was mildly amusing and at worst coma inducing. An amerterish script badly directed and shoddily edited into a ramshackle mess.<br /><br />And what was with the music being 500db louder than the rest of the sound track? That was about the only truly odd thing about it.<br /><br />If you want to see a genuinely funny, bizarre movie involving aliens then try Repoman. There is no comparison!","negative"
"Consider for a moment what it must be like to be Uwe Boll. Somewhere, perhaps in those places that Jack Nicholson said 'you don't talk about at parties', Boll knows that David Lean had head lice as a child that had more talent for film making than him. Gore Whores, metal-heads and the socially dysfunctional may bump into him on the circuit and tell him otherwise but general audiences find the Teutonic helmsman's output so bereft of originality, wit or imagination that he's become the internet's bogeyman  an online discursive synonym for photochemical excrement. Boll does his best to ride over these naysayers, exploiting tax credits available in Germany and Canada to keep working and raising money from a network of dentists as Zero Mostel did with old ladies in The Producers. The difference being that Mostel's character knew he was making bowel fill. Maybe Uwe knows it too.<br /><br />Such is the level of hostility toward each new 'Bollbuster' that IMDb patrons sabotage their ratings by voting 1 before they've seen it. Boll's attempts at silencing his critics by challenging them to a boxing match and knocking them out just made them more determined. Indeed he's probably the only filmmaker that's boosted thesaurus sales as critics search for inventive ways of describing garbage.<br /><br />This onslaught has made Uwe a very thick skinned man, so much so that he must feel like he's wrapped in a carpet, but one who feels as if he's bullied by the entire world. Like most people in that situation he lashes out, determined to upset as many people as possible with the memory of a tearful evening holding Variety's review of House of the Dead, never too far from the surface. This 'I know you are but what am I' strategy for reclaiming the initiative produced the blunt satire of Postal, which attempted to napalm the dissenters with jokes about 9/11, Christian fundamentalism, Jihad, Nazism and paedophilia. Such a litany of invective requires a satirist with the mind of Peter Cook and the visual imagination of Chris Morris but the closest Boll gets to either man is the o in their surname.<br /><br />In Seed, shot back to back with the aforementioned game adaptation, Boll is back with a story about a sadistic serial murderer (is there any other kind?) who gets the chair only for two attempts to fail in permanently curtailing all signs of life. Mindful of the fictional law that says anyone still alive after 3 attempts must go free, though if you'd been fried with that much electricity why would you want to, they pronounce him legally dead and bury him, only for the disgruntled killer to resurface and begin a whirlwind tour of his gaolers.<br /><br />Boll begins his 'exploration of nihilistic rage' with Seed watching footage of animals being tortured for experimental purposes. From there we're treated to the killer's stock in trade  kidnapping dogs, babies and grown women and allowing them to starve to death on camera only to become maggot food. We're invited to reflect on what a depraved race of amoral meat sacks we all are  our inhumanity to each other and our fellow creatures acting as a lighting rod that acts as a catalyst for the most disgusting vestiges of the human condition. Yes, we're worthless, gormless sadists and worse than that, we won't give Uwe a good rating on the IMDb. In short, humanity is bunk.<br /><br />Of course you might think that Uwe relies on our worst excesses for his livelihood and with that in mind it's a bit of a bipolar piece, on one hand hating its audience and positively basting itself in the sour milk of human kindness  the milk that poor old Boll has had to drink for so long, while simultaneously whipping out its member and inviting those with a pornographic lust for on screen depravity to marvel at its sheer arse splitting girth.<br /><br />The result says nothing about society and its discontents, more the corrosive effect bad press is having on its director. Poor Uwe is obviously a very angry man  one scene in which a poor woman gets her brains hammered to a pulp while tied to a chair, no doubt a surrogate for his own fantasy's about dispatching various web critics. That it's there but takes an avant-garde approach by failing to be attached to any kind of narrative thread, shows that Boll is a pornographer whose happy to engage with the blood lust of his audience and knows that plot is surplus to requirements. He's made a film which is competently shot but utterly desolate. ""I wanted to make a horror movie that was no fun"" Boll told the audience at the film's world premiere and he has, on that flimsy manifesto, succeeded but if this was supposed to convince the director's detractors that he was a serious genre filmmaker, he'll need something genuine to say as well as a better, more original way of saying it.","negative"
"I think that there was too much action in the end? Don't you think that too? There was romance, adventure that just like told me to put 9 to this movie but action place was too long. I liked Reeve a bit. I didn't understand why did he have to die. I thought that one of the girls gonna die too but my lucky! No one else who I liked didn't die! How about you? What did you liked? I saw the movie twice actually. And after that I bought that too. It was worth it! Who did you liked best (person)?. The book was really, really, really cool. And the actresses and actors too. Everything was perfect....... What was the song name in the end? Will someone answer my questions too... PLEASE, please please?","positive"
